,Country,Year,Population,GDP PER CAPITA PPP (USD),Area (Km2),Total CO2 Emission including LUCF (Mt),Total CO2 Emission excluding LUCF (Mt),Other Fuel Combustion (Mt),Land-Use Change and Forestry (Mt),Industrial Processes (Mt),Fugitive Emissions (Mt),Sub-Region_Eastern Africa,Sub-Region_Middle Africa,Sub-Region_Northern Africa,Sub-Region_Southern Africa,Sub-Region_Western Africa
17,0,2017,41136546,11809.48,2381741,307.59,157.7,3.33,0.2,10.08,17.08,0.0,0.0,1.0,0.0,0.0
18,0,2018,41927007,12007.77,2381741,321.59999999999997,164.53,4.2,0.2,9.75,17.49,0.0,0.0,1.0,0.0,0.0
19,0,2019,42705368,12120.41,2381741,332.78,170.58,5.73,0.2,10.1,18.13,0.0,0.0,1.0,0.0,0.0
20,0,2020,43451666,11452.23,2381741,315.34000000000003,161.56,4.74,0.2,8.96,18.09,0.0,0.0,1.0,0.0,0.0
21,1,2000,16394062,3285.95,1246700,43.94,16.2,0.0,10.19,0.08,11.49,0.0,1.0,0.0,0.0,0.0
22,1,2001,16941587,3388.15,1246700,68.74000000000001,15.96,0.0,35.51,0.22,10.7,0.0,1.0,0.0,0.0,0.0
23,1,2002,17516139,3782.89,1246700,67.99,15.69,0.01,35.51,0.24,9.95,0.0,1.0,0.0,0.0,0.0
24,1,2003,18124342,3839.57,1246700,69.55999999999999,16.76,0.01,35.51,0.28,9.42,0.0,1.0,0.0,0.0,0.0
25,1,2004,18771125,4223.64,1246700,71.41999999999999,17.45,0.02,35.51,0.3,9.44,0.0,1.0,0.0,0.0,0.0
26,1,2005,19450959,4835.67,1246700,67.53,15.81,0.01,35.51,0.52,9.14,0.0,1.0,0.0,0.0,0.0
27,1,2006,20162340,5364.44,1246700,68.90999999999998,16.56,0.02,35.51,0.54,7.77,0.0,1.0,0.0,0.0,0.0
28,1,2007,20909684,6056.78,1246700,70.12,16.97,0.03,35.51,0.54,6.77,0.0,1.0,0.0,0.0,0.0
29,1,2008,21691522,6615.11,1246700,74.66000000000003,19.28,0.03,35.5,0.68,6.77,0.0,1.0,0.0,0.0,0.0
30,1,2009,22507674,6471.28,1246700,78.28,21.15,0.04,35.5,0.69,6.58,0.0,1.0,0.0,0.0,0.0
31,1,2010,23364185,6586.47,1246700,82.07,22.8,0.04,35.5,0.58,7.93,0.0,1.0,0.0,0.0,0.0
32,1,2011,24259111,6700.11,1246700,83.85,23.87,0.04,35.5,0.76,7.93,0.0,1.0,0.0,0.0,0.0
33,1,2012,25188292,7389.31,1246700,84.25,23.87,0.05,35.5,1.15,6.28,0.0,1.0,0.0,0.0,0.0
34,1,2013,26147002,7643.92,1246700,89.77000000000001,26.96,0.06,35.5,1.56,6.12,0.0,1.0,0.0,0.0,0.0
35,1,2014,27128337,8123.05,1246700,95.24,29.61,0.06,35.5,1.98,6.75,0.0,1.0,0.0,0.0,0.0
36,1,2015,28127721,7274.09,1246700,99.32000000000001,31.65,0.05,35.5,2.03,8.1,0.0,1.0,0.0,0.0,0.0
37,1,2016,29154746,7027.15,1246700,95.05999999999999,29.52,0.04,35.5,1.5,8.69,0.0,1.0,0.0,0.0,0.0
38,1,2017,30208628,7216.06,1246700,86.64999999999999,25.06,0.03,35.5,1.0,7.35,0.0,1.0,0.0,0.0,0.0
39,1,2018,31273533,7043.96,1246700,83.73000000000002,23.64,0.03,35.5,1.04,5.4,0.0,1.0,0.0,0.0,0.0
40,1,2019,32353588,6882.28,1246700,85.27,24.38,0.03,35.48,0.96,4.51,0.0,1.0,0.0,0.0,0.0
41,1,2020,33428486,6367.44,1246700,75.43999999999998,19.81,0.02,35.48,1.05,3.62,0.0,1.0,0.0,0.0,0.0
42,2,2000,6998023,1724.55,112622,17.91,1.42,0.0,14.99,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,2,2001,7212041,1802.32,112622,14.240000000000002,1.74,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,2,2002,7431783,1858.77,112622,14.97,2.18,0.0,10.71,0.16,0.0,0.0,0.0,0.0,0.0,1.0
45,2,2003,7659208,1902.5,112622,15.540000000000001,2.44,0.0,10.71,0.17,0.0,0.0,0.0,0.0,0.0,1.0
46,2,2004,7894554,1979.29,112622,15.860000000000003,2.65,0.0,10.71,0.21,0.0,0.0,0.0,0.0,0.0,1.0
47,2,2005,8149419,2011.4,112622,16.32,2.9,0.0,10.71,0.22,0.0,0.0,0.0,0.0,0.0,1.0
48,2,2006,8402631,2090.28,112622,17.5,3.47,0.0,10.71,0.23,0.0,0.0,0.0,0.0,0.0,1.0
49,2,2007,8647761,2210.79,112622,18.569999999999997,4.0,0.0,10.71,0.21,0.0,0.0,0.0,0.0,0.0,1.0
50,2,2008,8906469,2294.87,112622,18.7,4.02,0.0,10.71,0.18,0.0,0.0,0.0,0.0,0.0,1.0
51,2,2009,9172514,2294.6,112622,19.580000000000002,4.42,0.0,10.71,0.22,0.0,0.0,0.0,0.0,0.0,1.0
52,2,2010,9445710,2302.69,112622,20.59,4.83,0.0,10.71,0.24,0.0,0.0,0.0,0.0,0.0,1.0
53,2,2011,9726380,2350.36,112622,19.92,4.65,0.0,10.71,0.23,0.0,0.0,0.0,0.0,0.0,1.0
54,2,2012,10014078,2427.43,112622,19.53,4.44,0.0,10.71,0.24,0.0,0.0,0.0,0.0,0.0,1.0
55,2,2013,10308730,2590.93,112622,19.970000000000002,4.68,0.0,10.71,0.21,0.0,0.0,0.0,0.0,0.0,1.0
56,2,2014,10614844,2745.86,112622,20.990000000000002,5.19,0.0,10.71,0.22,0.0,0.0,0.0,0.0,0.0,1.0
57,2,2015,10932783,2792.61,112622,21.62,5.51,0.0,10.71,0.21,0.0,0.0,0.0,0.0,0.0,1.0
58,2,2016,11260085,2901.26,112622,24.09,6.74,0.03,10.71,0.21,0.0,0.0,0.0,0.0,0.0,1.0
59,2,2017,11596779,2933.84,112622,24.340000000000003,6.88,0.04,10.71,0.21,0.0,0.0,0.0,0.0,0.0,1.0
60,2,2018,11940683,3113.25,112622,25.620000000000005,7.6,0.05,10.71,0.39,0.0,0.0,0.0,0.0,0.0,1.0
61,2,2019,12290444,3290.31,112622,25.34,7.48,0.06,10.71,0.39,0.0,0.0,0.0,0.0,0.0,1.0
62,2,2020,12643123,3364.97,112622,26.350000000000005,7.98,0.06,10.71,0.37,0.0,0.0,0.0,0.0,0.0,1.0
63,3,2000,1726985,8922.19,582000,49.16,4.03,0.04,41.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,3,2001,1761930,8964.66,582000,48.82,3.87,0.06,41.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,3,2002,1795130,9478.37,582000,49.150000000000006,4.03,0.07,41.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66,3,2003,1826863,9936.89,582000,48.92999999999999,3.92,0.07,41.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67,3,2004,1859085,10298.09,582000,49.06,3.97,0.11,41.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,3,2005,1892807,10907.14,582000,49.71,4.28,0.04,41.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,3,2006,1928704,11957.33,582000,49.32000000000001,4.09,0.04,41.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,3,2007,1966977,12739.04,582000,49.78,4.32,0.13,41.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,3,2008,2007320,13136.17,582000,49.919999999999995,4.39,0.06,41.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,3,2009,2048997,11119.58,582000,49.449999999999996,4.19,0.11,41.11,0.1,0.0,0.0,0.0,0.0,1.0,0.0
73,3,2010,2091664,12139.5,582000,47.79,3.37,0.04,41.11,0.1,0.0,0.0,0.0,0.0,1.0,0.0
74,3,2011,2134037,12976.26,582000,48.900000000000006,3.88,0.04,41.1,0.01,0.0,0.0,0.0,0.0,1.0,0.0
75,3,2012,2175425,12069.47,582000,47.97,3.41,0.04,41.1,0.01,0.0,0.0,0.0,0.0,1.0,0.0
76,3,2013,2217278,12833.28,582000,51.98,5.42,0.04,41.1,0.01,0.0,0.0,0.0,0.0,1.0,0.0
77,3,2014,2260376,14338.57,582000,55.10000000000001,6.99,0.05,41.09,0.01,0.0,0.0,0.0,0.0,1.0,0.0
78,3,2015,2305171,13420.51,582000,55.02,6.95,0.04,41.09,0.01,0.0,0.0,0.0,0.0,1.0,0.0
79,3,2016,2352416,15277.04,582000,54.39999999999999,6.63,0.04,41.1,0.01,0.0,0.0,0.0,0.0,1.0,0.0
80,3,2017,2401840,14656.77,582000,55.82,7.34,0.04,41.11,0.01,0.0,0.0,0.0,0.0,1.0,0.0
81,3,2018,2451409,15321.78,582000,57.28,8.06,0.04,41.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,3,2019,2499702,15759.16,582000,55.59,7.2,0.04,41.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,3,2020,2546402,14303.94,582000,52.669999999999995,5.76,0.03,41.14,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,4,2000,11882888,899.58,272967,14.37,1.05,0.0,12.26,0.04,0.0,0.0,0.0,0.0,0.0,1.0
85,4,2001,12249764,951.31,272967,18.529999999999994,1.02,0.0,16.45,0.02,0.0,0.0,0.0,0.0,0.0,1.0
86,4,2002,12632269,977.67,272967,18.53,1.03,0.0,16.45,0.01,0.0,0.0,0.0,0.0,0.0,1.0
87,4,2003,13030591,1041.9,272967,18.69,1.1,0.0,16.45,0.01,0.0,0.0,0.0,0.0,0.0,1.0
88,4,2004,13445977,1083.25,272967,18.740000000000002,1.13,0.0,16.45,0.01,0.0,0.0,0.0,0.0,0.0,1.0
89,4,2005,13876127,1176.36,272967,18.8,1.15,0.0,16.45,0.01,0.0,0.0,0.0,0.0,0.0,1.0
90,4,2006,14316242,1248.87,272967,19.3,1.4,0.0,16.45,0.01,0.0,0.0,0.0,0.0,0.0,1.0
91,4,2007,14757074,1295.47,272967,19.85,1.68,0.0,16.45,0.01,0.0,0.0,0.0,0.0,0.0,1.0
92,4,2008,15197915,1356.37,272967,20.150000000000002,1.91,0.0,16.45,0.18,0.0,0.0,0.0,0.0,0.0,1.0
93,4,2009,15650022,1364.9,272967,20.139999999999997,1.93,0.0,16.45,0.22,0.0,0.0,0.0,0.0,0.0,1.0
94,4,2010,16116845,1454.58,272967,20.51,2.09,0.0,16.45,0.23,0.0,0.0,0.0,0.0,0.0,1.0
95,4,2011,16602651,1536.81,272967,10.13,2.2,0.0,5.87,0.23,0.0,0.0,0.0,0.0,0.0,1.0
96,4,2012,17113732,1568.07,272967,11.109999999999998,2.69,0.0,5.87,0.25,0.0,0.0,0.0,0.0,0.0,1.0
97,4,2013,17636408,1629.32,272967,11.690000000000001,2.95,0.0,5.87,0.23,0.0,0.0,0.0,0.0,0.0,1.0
98,4,2014,18169842,1637.93,272967,11.82,3.0,0.0,5.87,0.16,0.0,0.0,0.0,0.0,0.0,1.0
99,4,2015,18718019,1657.92,272967,13.049999999999999,3.8,0.0,5.87,0.52,0.0,0.0,0.0,0.0,0.0,1.0
100,4,2016,19275498,1833.43,272967,31.53,4.0,0.0,24.1,0.64,0.0,0.0,0.0,0.0,0.0,1.0
101,4,2017,19835858,1978.16,272967,32.74,4.63,0.0,24.1,0.7,0.0,0.0,0.0,0.0,0.0,1.0
102,4,2018,20392723,2100.53,272967,33.66,5.15,0.0,24.1,0.83,0.0,0.0,0.0,0.0,0.0,1.0
103,4,2019,20951639,2199.55,272967,34.419999999999995,5.65,0.0,24.1,1.06,0.0,0.0,0.0,0.0,0.0,1.0
104,4,2020,21522626,2211.01,272967,34.27,5.46,0.0,24.1,0.85,0.0,0.0,0.0,0.0,0.0,1.0
105,5,2000,6307659,532.43,27834,5.749999999999999,0.26,0.0,5.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,5,2001,6465729,542.03,27834,3.56,0.21,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,5,2002,6648938,559.11,27834,3.56,0.22,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,5,2003,6860846,545.78,27834,3.4699999999999998,0.17,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,5,2004,7120496,566.09,27834,3.44,0.16,0.0,3.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,5,2005,7388874,567.7,27834,3.4600000000000004,0.16,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111,5,2006,7658190,595.21,27834,3.53,0.19,0.0,3.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,5,2007,7944609,609.59,27834,3.5100000000000002,0.19,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,5,2008,8278109,625.24,27834,3.5300000000000002,0.2,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,5,2009,8709366,620.9,27834,3.5300000000000002,0.2,0.0,3.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,5,2010,9126605,630.36,27834,3.779999999999999,0.32,0.0,3.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,5,2011,9455733,646.1,27834,0.73,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,5,2012,9795479,651.95,27834,0.73,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
118,5,2013,10149577,696.5,27834,0.75,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
119,5,2014,10494913,728.87,27834,0.73,0.36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,5,2015,10727148,797.05,27834,0.75,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
121,5,2016,10903327,766.59,27834,3.9899999999999998,0.44,0.0,3.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,5,2017,11155593,750.79,27834,4.159999999999999,0.53,0.0,3.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,5,2018,11493472,758.25,27834,4.4399999999999995,0.66,0.0,3.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0
124,5,2019,11874838,760.6,27834,4.4799999999999995,0.71,0.0,3.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,5,2020,12220227,751.2,27834,4.469999999999999,0.71,0.0,3.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0
126,7,2000,15091594,2083.23,475442,62.78,5.21,0.0,52.48,0.36,2.06,0.0,1.0,0.0,0.0,0.0
127,7,2001,15493253,2164.67,475442,51.03,5.16,0.0,40.85,0.39,2.06,0.0,1.0,0.0,0.0,0.0
128,7,2002,15914033,2236.1,475442,51.03000000000001,5.13,0.0,40.85,0.38,1.86,0.0,1.0,0.0,0.0,0.0
129,7,2003,16354326,2339.84,475442,51.18000000000001,5.21,0.0,40.85,0.38,1.84,0.0,1.0,0.0,0.0,0.0
130,7,2004,16809407,2502.38,475442,50.97,5.12,0.0,40.87,0.41,1.7,0.0,1.0,0.0,0.0,0.0
131,7,2005,17275171,2567.22,475442,50.73999999999999,5.02,0.0,40.87,0.4,1.68,0.0,1.0,0.0,0.0,0.0
132,7,2006,17751333,2673.56,475442,50.919999999999995,5.09,0.0,40.87,0.39,1.59,0.0,1.0,0.0,0.0,0.0
133,7,2007,18251866,2786.09,475442,53.080000000000005,6.13,0.0,40.88,0.45,1.57,0.0,1.0,0.0,0.0,0.0
134,7,2008,18777081,2838.7,475442,53.64,6.39,0.0,40.89,0.38,1.74,0.0,1.0,0.0,0.0,0.0
135,7,2009,19319274,2848.33,475442,54.919999999999995,7.03,0.0,40.92,0.42,1.8,0.0,1.0,0.0,0.0,0.0
136,7,2010,19878036,2882.75,475442,54.95,7.01,0.0,40.95,0.39,1.58,0.0,1.0,0.0,0.0,0.0
137,7,2011,20448873,2957.16,475442,46.69,6.8,0.0,33.2,0.44,1.45,0.0,1.0,0.0,0.0,0.0
138,7,2012,21032684,3022.36,475442,46.78,6.87,0.0,33.22,0.49,1.33,0.0,1.0,0.0,0.0,0.0
139,7,2013,21632850,3194.16,475442,48.05,7.53,0.0,33.23,0.54,1.43,0.0,1.0,0.0,0.0,0.0
140,7,2014,22299585,3369.32,475442,49.51,8.22,0.07,33.23,0.5,1.55,0.0,1.0,0.0,0.0,0.0
141,7,2015,23012646,3437.79,475442,49.889999999999986,8.5,0.09,33.23,0.66,1.87,0.0,1.0,0.0,0.0,0.0
142,7,2016,23711630,3559.14,475442,50.39999999999999,8.97,0.09,33.29,0.91,1.89,0.0,1.0,0.0,0.0,0.0
143,7,2017,24393181,3691.09,475442,50.49999999999999,9.08,0.1,33.29,0.99,1.8,0.0,1.0,0.0,0.0,0.0
144,7,2018,25076747,3822.23,475442,51.72,9.75,0.11,33.27,1.1,1.83,0.0,1.0,0.0,0.0,0.0
145,7,2019,25782341,3915.83,475442,51.34999999999999,9.56,0.12,33.25,1.08,1.8,0.0,1.0,0.0,0.0,0.0
146,7,2020,26491087,3870.83,475442,51.809999999999995,9.93,0.12,33.26,1.33,1.76,0.0,1.0,0.0,0.0,0.0
147,6,2000,458251,3090.47,4033,0.75,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,6,2001,465958,3177.19,4033,0.8600000000000001,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,6,2002,473231,3343.94,4033,0.9500000000000002,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150,6,2003,480089,3501.6,4033,0.9900000000000001,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,6,2004,486583,3909.36,4033,1.01,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
152,6,2005,492827,4256.04,4033,1.12,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
153,6,2006,498884,4680.12,4033,1.28,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,6,2007,504733,5471.65,4033,1.2000000000000002,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
155,6,2008,510336,5903.6,4033,1.29,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,6,2009,515638,5791.93,4033,1.25,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
157,6,2010,521212,5905.34,4033,1.34,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
158,6,2011,527521,6189.7,4033,1.48,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
159,6,2012,533864,6048.41,4033,1.3800000000000001,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,6,2013,539940,6019.8,4033,1.32,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,6,2014,546076,5989.4,4033,1.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
162,6,2015,552166,6242.71,4033,1.3599999999999999,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
163,6,2016,558394,6689.8,4033,1.4500000000000002,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
164,6,2017,564954,7130.85,4033,1.57,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,6,2018,571202,7490.14,4033,1.5899999999999999,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
166,6,2019,577030,8123.84,4033,1.66,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
167,6,2020,582640,6577.31,4033,1.66,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168,8,2000,3759170,652.39,622984,14.479999999999999,0.24,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
169,8,2001,3844773,681.36,622984,14.499999999999998,0.25,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
170,8,2002,3930648,701.34,622984,14.499999999999998,0.25,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
171,8,2003,4026841,660.42,622984,14.469999999999999,0.23,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
172,8,2004,4115138,703.38,622984,14.459999999999999,0.23,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
173,8,2005,4208834,715.73,622984,14.429999999999998,0.22,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,8,2006,4294352,757.62,622984,14.459999999999997,0.23,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
175,8,2007,4375569,798.84,622984,14.459999999999997,0.24,0.04,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
176,8,2008,4467233,813.83,622984,14.319999999999997,0.17,0.0,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
177,8,2009,4564540,870.42,622984,14.309999999999997,0.17,0.0,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
178,8,2010,4660067,902.78,622984,14.319999999999997,0.17,0.0,13.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179,8,2011,4732022,945.59,622984,14.379999999999999,0.19,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
180,8,2012,4773306,1024.25,622984,14.389999999999999,0.2,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,8,2013,4802428,683.97,622984,14.229999999999999,0.12,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
182,8,2014,4798734,670.1,622984,14.25,0.13,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
183,8,2015,4819333,733.75,622984,14.370000000000001,0.18,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
184,8,2016,4904177,787.47,622984,14.420000000000002,0.21,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
185,8,2017,4996741,839.6,622984,14.450000000000001,0.22,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
186,8,2018,5094780,875.19,622984,14.470000000000002,0.23,0.0,13.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0
187,8,2019,5209324,898.32,622984,14.500000000000002,0.24,0.0,13.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188,8,2020,5343020,895.25,622984,14.500000000000002,0.24,0.0,13.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0
189,9,2000,8259137,773.65,1284000,8.71,0.51,0.0,7.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0
190,9,2001,8538804,854.37,1284000,17.779999999999998,0.52,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
191,9,2002,8838369,909.46,1284000,17.8,0.53,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
192,9,2003,9196366,1022.52,1284000,18.27,0.76,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
193,9,2004,9613503,1342.19,1284000,18.279999999999998,0.77,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
194,9,2005,10005012,1560.65,1284000,18.34,0.8,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
195,9,2006,10365614,1562.91,1284000,18.37,0.82,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
196,9,2007,10722731,1602.45,1284000,18.5,0.88,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197,9,2008,11098664,1626.03,1284000,18.799999999999997,1.03,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,9,2009,11496128,1646.51,1284000,18.969999999999995,1.11,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
199,9,2010,11894727,1828.68,1284000,19.119999999999997,1.19,0.0,16.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,9,2011,12317730,1804.06,1284000,27.969999999999995,1.0,0.0,25.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
201,9,2012,12754906,1734.84,1284000,28.369999999999997,1.23,0.0,25.9,0.05,0.0,0.0,1.0,0.0,0.0,0.0
202,9,2013,13216766,1569.49,1284000,28.869999999999997,1.49,0.0,25.9,0.07,0.0,0.0,1.0,0.0,0.0,0.0
203,9,2014,13697126,1672.98,1284000,28.859999999999996,1.48,0.0,25.9,0.08,0.0,0.0,1.0,0.0,0.0,0.0
204,9,2015,14140274,1816.29,1284000,28.840000000000003,1.48,0.0,25.9,0.09,0.0,0.0,1.0,0.0,0.0,0.0
205,9,2016,14592585,1660.98,1284000,26.250000000000004,1.47,0.0,23.33,0.1,0.0,0.0,1.0,0.0,0.0,0.0
206,9,2017,15085884,1579.76,1284000,26.26,1.49,0.0,23.33,0.14,0.0,0.0,1.0,0.0,0.0,0.0
207,9,2018,15604210,1601.13,1284000,26.39,1.56,0.0,23.33,0.14,0.0,0.0,1.0,0.0,0.0,0.0
